Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_MRP,Outlet_Identifier,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Item_Visibility_MeanRatio,Item_Type_Aggregate,Outlet_Years
NCS54,13.6,Non-Consumable,0.009984847,175.437,OUT013,High,Tier 3,Supermarket Type1,1940.807,0.9288590174341235,High Sales,26
FDH16,10.5,Low Fat,0.052852621,88.783,OUT017,Small,Tier 2,Supermarket Type1,2067.309,0.9348909930181464,Medium Sales,6
FDG24,7.975,Low Fat,0.014660821,85.125,OUT045,Small,Tier 2,Supermarket Type1,2663.2,1.001095877413661,Low Sales,11
FDR52,12.65,Regular,0.076354362,192.1846,OUT018,Medium,Tier 3,Supermarket Type2,1146.5076,0.8782920645590816,Medium Sales,4
NCH06,12.3,Non-Consumable,0.076709639,247.846,OUT045,Small,Tier 2,Supermarket Type1,3448.844,0.931517920553473,High Sales,11
FDA36,5.985,Low Fat,0.005677876,184.8924,OUT045,Small,Tier 2,Supermarket Type1,1665.8316,0.9241604215632231,Low Sales,11
FDU56,12.6,Low Fat,0.033379831125,184.7266,OUT027,Medium,Tier 3,Supermarket Type3,8114.7704,0.7999999999999999,High Sales,28
FDT09,15.15,Regular,0.012282366,132.5284,OUT049,Medium,Tier 1,Supermarket Type1,1713.7692,0.8727201070006244,High Sales,14
FDU25,12.35,Low Fat,0.026681262,56.4246,OUT046,Small,Tier 1,Supermarket Type1,810.9444,0.9990697632619957,High Sales,16
FDK41,14.3,Low Fat,0.127541722,84.9224,OUT046,Small,Tier 1,Supermarket Type1,1193.1136,0.8747287933272359,Medium Sales,16
NCT54,8.695,Non-Consumable,0.119513002,93.4094,OUT035,Small,Tier 2,Supermarket Type1,856.8846,1.0113668433687202,High Sales,9
FDV51,16.35,Low Fat,0.054463442,163.8842,OUT010,Small,Tier 3,Grocery Store,165.7842,1.5560144020548126,Medium Sales,15
FDM24,6.135,Regular,0.07649992722222222,151.3366,OUT045,Small,Tier 2,Supermarket Type1,1057.9562,0.8999999999999999,Low Sales,11
NCO30,19.5,Non-Consumable,0.015756784,185.0608,OUT045,Small,Tier 2,Supermarket Type1,2205.1296,0.8732022214462632,High Sales,11
FDQ45,9.5,Regular,0.010907967,182.3608,OUT013,High,Tier 3,Supermarket Type1,2940.1728,0.9509046148251917,High Sales,26
DRK59,8.895,Low Fat,0.07543556,235.8616,OUT035,Small,Tier 2,Supermarket Type1,3046.7008,0.9599666258089274,Medium Sales,9
FDW28,18.25,Low Fat,0.08567833188888889,196.8452,OUT046,Small,Tier 1,Supermarket Type1,3327.6684,0.9,Medium Sales,16
FDC02,21.35,Low Fat,0.115194717,258.3278,OUT010,Small,Tier 3,Grocery Store,520.6556,1.556014390899559,High Sales,15
FDR21,19.7,Low Fat,0.066922802,174.837,OUT035,Small,Tier 2,Supermarket Type1,2999.429,0.8745633870868208,High Sales,9
FDN48,12.6,Low Fat,0.064636203,90.0804,OUT027,Medium,Tier 3,Supermarket Type3,2113.2492,0.8704928773884022,Low Sales,28
FDT44,16.6,Low Fat,0.103195401,117.8466,OUT045,Small,Tier 2,Supermarket Type1,942.7728,1.0010958887026573,High Sales,11
FDX14,12.6,Low Fat,0.13121032,74.0354,OUT019,Small,Tier 1,Grocery Store,75.2354,1.614810595495717,High Sales,28
FDH57,10.895,Low Fat,0.035747522,133.6284,OUT046,Small,Tier 1,Supermarket Type1,1581.9408,0.874728784692619,High Sales,16
FDH28,12.6,Regular,0.192650072,37.4506,OUT019,Small,Tier 1,Grocery Store,37.9506,1.525062114205116,Medium Sales,28
NCT41,12.6,Non-Consumable,0.098031771,151.3024,OUT019,Small,Tier 1,Grocery Store,151.8024,1.618371742402,Low Sales,28
FDO11,12.6,Regular,0.030118338,248.8092,OUT027,Medium,Tier 3,Supermarket Type3,3486.1288,0.8704928896069856,High Sales,28
NCP42,8.51,Non-Consumable,0.016201845,195.2478,OUT017,Small,Tier 2,Supermarket Type1,4262.4516,0.9275067754986975,High Sales,6
FDN09,14.15,Low Fat,0.05837308,243.9828,OUT010,Small,Tier 3,Grocery Store,731.0484,1.562092649480124,High Sales,15
FDP32,6.65,Low Fat,0.087652908,128.8678,OUT035,Small,Tier 2,Supermarket Type1,1398.8458,0.9327801656335012,High Sales,9
FDV57,15.25,Regular,0.065999008,177.966,OUT049,Medium,Tier 1,Supermarket Type1,2336.958,1.0680852076365335,High Sales,14
FDW28,18.25,Low Fat,0.088750333,196.5452,OUT013,High,Tier 3,Supermarket Type1,2348.9424,0.9322695474928889,Medium Sales,26
FDR56,12.6,Regular,0.100277876,196.8768,OUT027,Medium,Tier 3,Supermarket Type3,7094.7648,0.9251308188794342,High Sales,28
FDA40,16,Regular,0.099252438,87.4856,OUT035,Small,Tier 2,Supermarket Type1,1054.6272,0.9330875584339964,Medium Sales,9
NCG42,19.2,Non-Consumable,0.03975836033333333,127.831,OUT045,Small,Tier 2,Supermarket Type1,1298.31,0.8999999999999999,High Sales,11
NCK54,12.15,Non-Consumable,0.01639712211111111,117.815,OUT017,Small,Tier 2,Supermarket Type1,2330.3,0.6923076923076923,High Sales,6
FDE16,8.895,Low Fat,0.026384672,208.9954,OUT049,Medium,Tier 1,Supermarket Type1,4584.6988,0.876088753034543,Medium Sales,14
FDB15,10.895,Low Fat,0.228993134,263.4568,OUT010,Small,Tier 3,Grocery Store,527.3136,1.5560143913072162,High Sales,15
FDC40,16,Regular,0.065431917,76.1986,OUT017,Small,Tier 2,Supermarket Type1,1869.5664,1.0047208963034786,High Sales,6
FDE53,12.6,Low Fat,0.026749991,106.928,OUT027,Medium,Tier 3,Supermarket Type3,2876.256,0.8704928808497451,Medium Sales,28
FDK24,9.195,Low Fat,0.08725649611111111,43.6744,OUT018,Medium,Tier 3,Supermarket Type2,407.4696,0.8181818181818181,Low Sales,4
FDW31,11.35,Regular,0.043333912,201.0742,OUT018,Medium,Tier 3,Supermarket Type2,2189.8162,1.0031395398372172,High Sales,4
NCX29,10,Non-Consumable,0.089656812,144.0102,OUT017,Small,Tier 2,Supermarket Type1,1603.9122,0.8796766196902747,Low Sales,6
NCM07,9.395,Non-Consumable,0.039954281,82.4908,OUT035,Small,Tier 2,Supermarket Type1,2013.3792,0.9221155277956078,Low Sales,9
DRN36,12.6,Low Fat,0.087854925,95.9752,OUT019,Small,Tier 1,Grocery Store,95.8752,1.619266558525622,Low Sales,28
FDQ37,20.75,Low Fat,0.149404057,192.8478,OUT010,Small,Tier 3,Grocery Store,774.9912,1.4641166651663473,Medium Sales,15
FDK43,9.8,Low Fat,0.0268952,128.402,OUT045,Small,Tier 2,Supermarket Type1,2403.538,0.9241603510802007,Medium Sales,11
FDK28,5.695,Low Fat,0.065857092,258.5646,OUT018,Medium,Tier 3,Supermarket Type2,4380.2982,0.9334195391600915,Medium Sales,4
FDR43,18.2,Low Fat,0.161817014,37.819,OUT045,Small,Tier 2,Supermarket Type1,219.714,0.9315179229180428,High Sales,11
FDL48,19.35,Regular,0.082197959,49.2034,OUT013,High,Tier 3,Supermarket Type1,729.051,0.9288589913421186,Low Sales,26
DRL23,18.35,Low Fat,0.015335349,106.6938,OUT045,Small,Tier 2,Supermarket Type1,1393.5194,0.9241603339203257,Medium Sales,11
NCX42,6.36,Non-Consumable,0.00599072,163.6526,OUT045,Small,Tier 2,Supermarket Type1,5262.4832,0.92416030860742,High Sales,11
DRD37,9.8,Low Fat,0.013898123,46.506,OUT018,Medium,Tier 3,Supermarket Type2,372.848,0.9368264692324161,Low Sales,4
FDZ47,12.6,Regular,0.078912473,99.9042,OUT027,Medium,Tier 3,Supermarket Type3,3273.7386,0.9558982316470827,Low Sales,28
NCJ54,12.6,Non-Consumable,0.059776237,231.7642,OUT027,Medium,Tier 3,Supermarket Type3,5344.3766,0.9289635971511947,High Sales,28
FDL52,6.635,Regular,0.0480856657,39.7506,OUT013,High,Tier 3,Supermarket Type1,303.6048,0.9090909090909091,Medium Sales,26
FDC15,18.1,Low Fat,0.297883712,156.7288,OUT010,Small,Tier 3,Grocery Store,314.2576,1.5560143905079675,High Sales,15
NCD19,8.93,Non-Consumable,0.022059594,56.0614,OUT010,Small,Tier 3,Grocery Store,276.307,1.6917163124093393,High Sales,15
FDD08,8.3,Low Fat,0.03532494,38.9506,OUT013,High,Tier 3,Supermarket Type1,721.0614,0.8740008582121574,High Sales,26
NCN18,8.895,Non-Consumable,0.124967595,112.7544,OUT045,Small,Tier 2,Supermarket Type1,3467.4864,1.0677473263058792,High Sales,11
FDY56,16.35,Regular,0.062411404,225.9062,OUT046,Small,Tier 1,Supermarket Type1,5416.9488,0.8747287865668878,High Sales,16
NCI29,8.6,Non-Consumable,0.032754431,140.5154,OUT018,Medium,Tier 3,Supermarket Type2,283.6308,0.933419521394873,Low Sales,4
NCE06,12.6,Non-Consumable,0.160178832,160.2894,OUT019,Small,Tier 1,Grocery Store,323.5788,1.5315372002480627,High Sales,28
FDC08,19,Regular,0.104035148,227.772,OUT017,Small,Tier 2,Supermarket Type1,5206.556,0.9383032610919455,High Sales,6
FDU52,7.56,Low Fat,0.06390019,157.263,OUT045,Small,Tier 2,Supermarket Type1,2503.408,0.9334953005876075,Medium Sales,11
FDN16,12.6,Regular,0.062648111,104.899,OUT013,High,Tier 3,Supermarket Type1,1960.781,0.9215224068682004,Medium Sales,26
NCM55,15.6,Non-Consumable,0.111685868,184.7924,OUT010,Small,Tier 3,Grocery Store,370.1848,1.5560143947608638,Low Sales,15
FDR49,8.71,Low Fat,0.233039817,49.5376,OUT010,Small,Tier 3,Grocery Store,95.8752,1.561578038925343,High Sales,15
FDC15,18.1,Low Fat,0.17824575,158.1288,OUT049,Medium,Tier 1,Supermarket Type1,3299.7048,0.9310779370403628,High Sales,14
FDB53,13.35,Low Fat,0.140241213,150.2392,OUT017,Small,Tier 2,Supermarket Type1,2684.5056,0.9304989453946657,Medium Sales,6
FDK44,16.6,Low Fat,0.11894526577777778,173.3738,OUT046,Small,Tier 1,Supermarket Type1,2085.2856,0.9000000000000001,High Sales,16
FDA16,6.695,Low Fat,0.033935576,221.9456,OUT035,Small,Tier 2,Supermarket Type1,2210.456,1.0146012418824397,Medium Sales,9
FDO19,12.6,Regular,0.016516275,47.4034,OUT027,Medium,Tier 3,Supermarket Type3,2187.153,0.9291331046109924,High Sales,28
FDO04,16.6,Low Fat,0.026537206,57.2614,OUT046,Small,Tier 1,Supermarket Type1,1049.9666,1.0156129515625154,Medium Sales,16
NCL19,15.35,Non-Consumable,0.015673267,145.047,OUT035,Small,Tier 2,Supermarket Type1,2719.793,0.931429838856558,Low Sales,9
FDA44,19.7,Low Fat,0.089083914,54.593,OUT010,Small,Tier 3,Grocery Store,56.593,1.556014382676535,High Sales,15
FDR60,14.3,Low Fat,0.131152799,78.6328,OUT017,Small,Tier 2,Supermarket Type1,231.6984,1.004720894271989,Low Sales,6
FDV37,12.6,Regular,0.083109455,195.8426,OUT027,Medium,Tier 3,Supermarket Type3,5734.5354,0.9251308197841915,High Sales,28
FDG53,10,Low Fat,0.045818773,138.718,OUT013,High,Tier 3,Supermarket Type1,1398.18,0.9288589883500579,Medium Sales,26
DRG01,14.8,Low Fat,0.044869794,76.467,OUT035,Small,Tier 2,Supermarket Type1,1531.34,0.9248242114205483,Low Sales,9
FDB38,12.6,Regular,0.023736085599999998,160.692,OUT019,Small,Tier 1,Grocery Store,319.584,0.8333333333333333,High Sales,28
FDI27,8.71,Regular,0.04605781,43.8744,OUT049,Medium,Tier 1,Supermarket Type1,633.8416,0.93510592548409,High Sales,14
FDD29,12.15,Low Fat,0.030815427,252.0698,OUT010,Small,Tier 3,Grocery Store,1014.6792,1.5560143867803014,Medium Sales,15
NCR41,17.85,Non-Consumable,0.01806055,97.0094,OUT045,Small,Tier 2,Supermarket Type1,2094.6068,1.0167304308160907,Low Sales,11
FDW44,9.5,Regular,0.035205866,171.3448,OUT049,Medium,Tier 1,Supermarket Type1,2386.2272,0.9310779346381062,High Sales,14
FDU21,11.8,Regular,0.076705948,34.7558,OUT035,Small,Tier 2,Supermarket Type1,780.9834,0.8745633911244588,High Sales,9
FDI14,14.1,Low Fat,0.089677773,139.8496,OUT046,Small,Tier 1,Supermarket Type1,1693.7952,0.9990697505520988,High Sales,16
FDW50,12.6,Low Fat,0.132327406,168.4158,OUT019,Small,Tier 1,Grocery Store,334.2316,1.6148105894329987,High Sales,28
FDN39,19.35,Regular,0.065520388,168.3816,OUT046,Small,Tier 1,Supermarket Type1,1342.2528,1.0107069998943297,Medium Sales,16
FDT31,19.75,Low Fat,0.012518707,190.6872,OUT017,Small,Tier 2,Supermarket Type1,4916.2672,0.8796766070365152,High Sales,6
FDJ14,10.3,Regular,0.050353695,78.696,OUT017,Small,Tier 2,Supermarket Type1,1757.712,1.0172799050763064,High Sales,6
NCQ43,12.6,Non-Consumable,0.110762642,108.5912,OUT027,Medium,Tier 3,Supermarket Type3,1637.868,0.879590174222442,Low Sales,28
FDZ22,12.6,Low Fat,0.045050674,84.925,OUT027,Medium,Tier 3,Supermarket Type3,1747.725,0.9178236776467297,High Sales,28
FDU38,10.8,Low Fat,0.083016832,193.4504,OUT017,Small,Tier 2,Supermarket Type1,2876.256,0.8796766130268735,High Sales,6
FDS32,17.75,Regular,0.0309292893,139.9838,OUT045,Small,Tier 2,Supermarket Type1,1966.7732,0.9090909090909092,High Sales,11
DRH13,8.575,Low Fat,0.023983258,106.328,OUT018,Medium,Tier 3,Supermarket Type2,958.752,0.9260469377492219,Low Sales,4
DRF03,19.1,Low Fat,0.075836522,40.2138,OUT010,Small,Tier 3,Grocery Store,81.2276,1.5560143919238019,High Sales,15
FDJ20,20.7,Regular,0.100330684,123.4388,OUT049,Medium,Tier 1,Supermarket Type1,1238.388,0.8760887617532743,High Sales,14
FDE22,12.6,Low Fat,0.051778173,157.892,OUT019,Small,Tier 1,Grocery Store,319.584,1.5315372074670697,High Sales,28
FDX22,6.785,Regular,0.022970468,211.0928,OUT035,Small,Tier 2,Supermarket Type1,4418.2488,0.8745633949236403,High Sales,9
DRM11,6.57,Low Fat,0.066014596,259.7278,OUT013,High,Tier 3,Supermarket Type1,2863.6058,0.8708395070678567,Medium Sales,26
FDL58,5.78,Regular,0.07429945,264.9568,OUT045,Small,Tier 2,Supermarket Type1,1845.5976,0.8736759195558684,High Sales,11
FDL25,6.92,Regular,0.131128467,93.1804,OUT049,Medium,Tier 1,Supermarket Type1,1561.9668,1.000623033047948,Medium Sales,14
FDD40,20.25,Regular,0.014816356,194.1162,OUT049,Medium,Tier 1,Supermarket Type1,3848.324,0.9310779125436482,High Sales,14
FDT08,13.65,Low Fat,0.049318315,149.005,OUT045,Small,Tier 2,Supermarket Type1,2097.27,0.9315179223504176,High Sales,11
FDO22,13.5,Regular,0.017960492,81.596,OUT017,Small,Tier 2,Supermarket Type1,639.168,0.9309896359881726,High Sales,6
NCM41,16.5,Non-Consumable,0.035801238,92.612,OUT018,Medium,Tier 3,Supermarket Type2,559.272,1.0031395290183205,Low Sales,4
FDJ21,16.7,Regular,0.038606365,146.5102,OUT045,Small,Tier 2,Supermarket Type1,2770.3938,1.0010958961050895,High Sales,11
FDC53,8.68,Low Fat,0.008871687,99.7384,OUT018,Medium,Tier 3,Supermarket Type2,295.6152,0.8782920916659228,Medium Sales,4
DRK35,12.6,Low Fat,0.125793938,36.2506,OUT019,Small,Tier 1,Grocery Store,37.9506,1.5315371976081835,Medium Sales,28
FDQ09,7.235,Low Fat,0.058369013,115.2834,OUT018,Medium,Tier 3,Supermarket Type2,1267.0174,0.9288173765781194,High Sales,4
DRB48,16.75,Regular,0.023973243666666668,39.3822,OUT046,Small,Tier 1,Supermarket Type1,353.5398,0.9000000000000001,Low Sales,16
DRE25,15.35,Low Fat,0.073269336,92.112,OUT035,Small,Tier 2,Supermarket Type1,1118.544,0.9221155208457231,Low Sales,9
FDL08,10.8,Low Fat,0.049677651,245.9144,OUT013,High,Tier 3,Supermarket Type1,4655.2736,1.014173672603712,High Sales,26
NCV42,6.26,Non-Consumable,0.031470832,110.2228,OUT049,Medium,Tier 1,Supermarket Type1,1547.3192,0.8760887561290245,High Sales,14
FDW03,5.63,Regular,0.024579432,105.3306,OUT049,Medium,Tier 1,Supermarket Type1,1045.306,0.8760887721846093,Medium Sales,14
FDL25,6.92,Regular,0.131665479,91.8804,OUT017,Small,Tier 2,Supermarket Type1,275.6412,1.0047208966813508,Medium Sales,6
FDC17,12.15,Low Fat,0.015523707,212.0928,OUT018,Medium,Tier 3,Supermarket Type2,2735.1064,0.9260469581799744,Medium Sales,4
FDK44,16.6,Low Fat,0.122475364,175.5738,OUT045,Small,Tier 2,Supermarket Type1,347.5476,0.9267105073852682,High Sales,11
FDE34,9.195,Low Fat,0.107891398,182.7634,OUT046,Small,Tier 1,Supermarket Type1,3817.0314,0.9390228300328182,High Sales,16
FDP10,19,Low Fat,0.128065918,104.3622,OUT035,Small,Tier 2,Supermarket Type1,1905.5196,0.8745633879518799,High Sales,9
FDZ22,9.395,Low Fat,0.045361705,83.825,OUT045,Small,Tier 2,Supermarket Type1,665.8,0.9241603556791635,High Sales,11
NCK19,9.8,Non-Consumable,0.090390357,192.1478,OUT013,High,Tier 3,Supermarket Type1,2324.9736,0.9288589912716829,Low Sales,26
FDO44,12.6,Low Fat,0.087029712,109.2228,OUT027,Medium,Tier 3,Supermarket Type3,3205.1612,1.010466361876906,High Sales,28
NCU41,18.85,Non-Consumable,0.052054819,189.1846,OUT046,Small,Tier 1,Supermarket Type1,2101.9306,0.9296326062378389,Low Sales,16
NCF31,9.13,Non-Consumable,0.051952573,152.3024,OUT045,Small,Tier 2,Supermarket Type1,1821.6288,0.9241603504408515,High Sales,11
FDG14,9,Regular,0.050786366,152.2024,OUT017,Small,Tier 2,Supermarket Type1,3643.2576,1.0047208989447256,High Sales,6
NCH30,17.1,Non-Consumable,0.067141355,114.586,OUT035,Small,Tier 2,Supermarket Type1,2942.836,0.8716104817760616,High Sales,9
FDR36,6.715,Regular,0.121485195,40.2454,OUT013,High,Tier 3,Supermarket Type1,587.2356,0.9288589888805241,Low Sales,26
NCJ30,5.82,Non-Consumable,0.080640478,167.779,OUT046,Small,Tier 1,Supermarket Type1,2886.243,0.8713654042729523,High Sales,16
FDR08,18.7,Low Fat,0.037699254,110.2886,OUT045,Small,Tier 2,Supermarket Type1,2223.772,0.9183465644654605,High Sales,11
FDU04,7.93,Low Fat,0.004780437333333333,123.2414,OUT018,Medium,Tier 3,Supermarket Type2,487.3656,0.8181818181818182,Medium Sales,4
NCQ50,18.75,Non-Consumable,0.034501405,211.7218,OUT017,Small,Tier 2,Supermarket Type1,5770.4886,1.0205057033655582,High Sales,6
FDL46,12.6,Low Fat,0.053795154,117.7466,OUT027,Medium,Tier 3,Supermarket Type3,1414.1592,0.8673442111514398,High Sales,28
DRK37,5,Low Fat,0.044004675,188.853,OUT046,Small,Tier 1,Supermarket Type1,5502.837,0.9916442936683487,Low Sales,16
FDK48,7.445,Low Fat,0.03212151111111111,76.8354,OUT046,Small,Tier 1,Supermarket Type1,2181.8266,0.8181818181818181,Low Sales,16
FDV58,20.85,Low Fat,0.121250374,193.9452,OUT046,Small,Tier 1,Supermarket Type1,1565.9616,0.932956576366517,High Sales,16
FDN27,20.85,Low Fat,0.03406150677777778,115.1808,OUT018,Medium,Tier 3,Supermarket Type2,1054.6272,0.8181818181818182,Medium Sales,4
FDZ52,19.2,Low Fat,0.100230114,112.9886,OUT049,Medium,Tier 1,Supermarket Type1,1667.829,0.9310779389069829,Medium Sales,14
NCF42,17.35,Non-Consumable,0.167383061,175.6712,OUT046,Small,Tier 1,Supermarket Type1,2812.3392,0.8747287910206547,High Sales,16
FDQ48,14.3,Regular,0.034404732,98.1726,OUT035,Small,Tier 2,Supermarket Type1,489.363,1.0148264262257043,Low Sales,9
FDW49,19.5,Low Fat,0.082719632,179.3002,OUT045,Small,Tier 2,Supermarket Type1,2865.6032,0.8733323643390327,High Sales,11
FDR58,6.675,Low Fat,0.041913535,90.7462,OUT035,Small,Tier 2,Supermarket Type1,1665.8316,0.9333075171123493,High Sales,9
NCE07,8.18,Non-Consumable,0.0132043,143.8154,OUT017,Small,Tier 2,Supermarket Type1,2694.4926,0.8765345250614679,High Sales,6
FDK14,6.98,Low Fat,0.041105789,83.4934,OUT046,Small,Tier 1,Supermarket Type1,1555.9746,1.0140923555436616,High Sales,16
FDC11,12.6,Low Fat,0.14110620199999999,87.9172,OUT027,Medium,Tier 3,Supermarket Type3,3836.3396,0.9942317058602196,High Sales,28
FDL22,16.85,Low Fat,0.036463975,90.7488,OUT045,Small,Tier 2,Supermarket Type1,543.2928,0.9241603572061783,High Sales,11
NCQ41,14.8,Non-Consumable,0.01946418,196.3794,OUT013,High,Tier 3,Supermarket Type1,1950.794,0.9588129847095993,Low Sales,26
FDX46,12.3,Regular,0.0606329059,57.3562,OUT013,High,Tier 3,Supermarket Type1,177.7686,0.9090909090909091,High Sales,26
FDC35,7.435,Low Fat,0.123086812,206.9638,OUT045,Small,Tier 2,Supermarket Type1,1035.319,0.8765027662952217,High Sales,11
FDH45,15.1,Regular,0.105646853,42.8796,OUT035,Small,Tier 2,Supermarket Type1,949.4308,0.9221155227357843,High Sales,9
FDX33,9.195,Regular,0.118149377,160.5578,OUT017,Small,Tier 2,Supermarket Type1,1283.6624,1.004720899286667,High Sales,6
DRJ35,10.1,Low Fat,0.046545786,59.9878,OUT013,High,Tier 3,Supermarket Type1,484.7024,1.0141736783888655,Medium Sales,26
FDC40,16,Regular,0.065009745,79.5986,OUT013,High,Tier 3,Supermarket Type1,934.7832,0.9982383561352874,High Sales,26
FDO19,17.7,Regular,0.016630303,48.1034,OUT045,Small,Tier 2,Supermarket Type1,534.6374,0.935547819166943,High Sales,11
FDP13,8.1,Regular,0.134532392,39.448,OUT049,Medium,Tier 1,Supermarket Type1,878.856,0.863992942164385,High Sales,14
FDP24,20.6,Low Fat,0.083133128,120.1756,OUT049,Medium,Tier 1,Supermarket Type1,1332.9316,0.931077941237184,Low Sales,14
NCQ42,20.35,Non-Consumable,0.039428167,127.9678,OUT018,Medium,Tier 3,Supermarket Type2,3560.6984,0.8754594511774252,High Sales,4
FDY59,8.195,Low Fat,0.030277000999999998,93.1462,OUT018,Medium,Tier 3,Supermarket Type2,647.8234,0.9,Low Sales,4
FDU14,17.75,Low Fat,0.034823127,248.675,OUT045,Small,Tier 2,Supermarket Type1,4993.5,0.9353771735339429,High Sales,11
FDB21,7.475,Low Fat,0.148492521,240.6854,OUT035,Small,Tier 2,Supermarket Type1,1691.7978,0.9241490696202607,High Sales,9
FDT32,19,Regular,0.065901299,188.7214,OUT018,Medium,Tier 3,Supermarket Type2,1695.7926,0.8782920693242124,High Sales,4
FDK20,12.6,Regular,0.041622264,124.0072,OUT049,Medium,Tier 1,Supermarket Type1,4042.7376,0.9499872364155362,High Sales,14
FDX09,12.6,Low Fat,0.064933297,174.837,OUT027,Medium,Tier 3,Supermarket Type3,4763.799,0.870492877440747,High Sales,28
FDM01,7.895,Regular,0.0945493,102.6332,OUT035,Small,Tier 2,Supermarket Type1,1640.5312,1.0148949771063194,Medium Sales,9
DRI37,12.6,Low Fat,0.107076832,58.7904,OUT027,Medium,Tier 3,Supermarket Type3,1288.9888,0.925130818920372,Low Sales,28
FDL20,17.1,Low Fat,0.128674983,112.3886,OUT045,Small,Tier 2,Supermarket Type1,2334.9606,0.9267105087223763,High Sales,11
FDU13,8.355,Low Fat,0.188322664,148.5418,OUT018,Medium,Tier 3,Supermarket Type2,2207.127,0.8749149801420275,High Sales,4
FDE05,12.6,Regular,0.03129729711111111,145.2102,OUT019,Small,Tier 1,Grocery Store,437.4306,0.8999999999999999,Medium Sales,28
FDE58,18.5,Low Fat,0.052025392,118.4124,OUT013,High,Tier 3,Supermarket Type1,2370.248,1.064601730029363,High Sales,26
FDT32,12.6,Regular,0.065316099,189.9214,OUT027,Medium,Tier 3,Supermarket Type3,5087.3778,0.8704928828625234,High Sales,28
FDZ01,8.975,Regular,0.01516265,101.899,OUT010,Small,Tier 3,Grocery Store,103.199,1.4442325993005458,High Sales,15
FDM08,10.1,Regular,0.053584207,224.4088,OUT046,Small,Tier 1,Supermarket Type1,4697.8848,0.9329565729096334,High Sales,16
FDS58,9.285,Regular,0.020989132,158.6578,OUT013,High,Tier 3,Supermarket Type1,2406.867,0.9240653021411505,High Sales,26
FDZ26,11.6,Regular,0.144017405,238.3222,OUT046,Small,Tier 1,Supermarket Type1,5736.5328,0.8747287894819349,High Sales,16
FDC46,12.6,Low Fat,0.115978122,183.4266,OUT027,Medium,Tier 3,Supermarket Type3,7192.6374,0.9251308174345139,High Sales,28
FDY51,12.5,Low Fat,0.081465335,220.7798,OUT018,Medium,Tier 3,Supermarket Type2,6611.394,1.0031395404860957,Medium Sales,4
FDL34,16,Low Fat,0.041177505,142.3496,OUT017,Small,Tier 2,Supermarket Type1,3246.4408,1.004720903636758,High Sales,6
DRG39,14.15,Low Fat,0.042352822,51.6982,OUT018,Medium,Tier 3,Supermarket Type2,1262.3568,1.0031395257259765,High Sales,4
NCG43,20.2,Non-Consumable,0.074541867,94.1462,OUT018,Medium,Tier 3,Supermarket Type2,1758.3778,0.8876376911813848,High Sales,4
FDT01,13.65,Regular,0.18454121,211.5902,OUT045,Small,Tier 2,Supermarket Type1,4672.5844,0.9353771697413197,High Sales,11
NCR38,17.25,Non-Consumable,0.114160573,253.1724,OUT017,Small,Tier 2,Supermarket Type1,3775.086,0.9275067658098634,High Sales,6
DRF01,5.655,Low Fat,0.175352413,147.4102,OUT049,Medium,Tier 1,Supermarket Type1,2478.7734,0.8727897605282314,Low Sales,14
FDF53,20.75,Regular,0.083590755,182.2318,OUT035,Small,Tier 2,Supermarket Type1,3067.3406,0.998880830996339,Medium Sales,9
FDS45,5.175,Regular,0.029471408,105.4622,OUT013,High,Tier 3,Supermarket Type1,3281.7282,0.8740008541193077,High Sales,26
FDR20,20,Regular,0.028282832,46.2744,OUT017,Small,Tier 2,Supermarket Type1,1086.5856,1.0172798960068807,High Sales,6
FDY07,11.8,Low Fat,0.040626524444444444,46.5402,OUT010,Small,Tier 3,Grocery Store,229.701,0.6,High Sales,15
FDD38,16.75,Regular,0.008208342,102.8674,OUT045,Small,Tier 2,Supermarket Type1,1528.011,0.872797088481285,High Sales,11
DRF15,18.35,Low Fat,0.03334929,155.034,OUT018,Medium,Tier 3,Supermarket Type2,1990.742,0.8749149818027097,High Sales,4
FDH32,12.8,Low Fat,0.076060037,95.141,OUT046,Small,Tier 1,Supermarket Type1,868.869,0.8747287893552435,High Sales,16
NCJ42,19.75,Non-Consumable,0.014301326,103.0332,OUT046,Small,Tier 1,Supermarket Type1,1230.3984,0.9135793648072382,High Sales,16
FDB56,8.75,Regular,0.074931201,187.6556,OUT018,Medium,Tier 3,Supermarket Type2,938.778,1.0182233325730286,High Sales,4
FDD03,13.3,Low Fat,0.080131363,234.03,OUT018,Medium,Tier 3,Supermarket Type2,4194.54,1.0031395351699401,High Sales,4
NCL18,18.85,Non-Consumable,0.167444431,194.6136,OUT013,High,Tier 3,Supermarket Type1,1166.4816,0.9215224096638633,High Sales,26
FDW22,9.695,Regular,0.03033748,222.9114,OUT049,Medium,Tier 1,Supermarket Type1,5764.4964,1.0163708722127185,High Sales,14
FDE32,20.7,Low Fat,0.04874969,37.5506,OUT035,Small,Tier 2,Supermarket Type1,113.8518,0.9988808339906843,High Sales,9
FDA34,12.6,Low Fat,0.014788594,174.408,OUT027,Medium,Tier 3,Supermarket Type3,7443.644,0.9942317061306137,High Sales,28
